L = 80 MC cycles = 5000000 Repetitions = 1
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.2500000000000000e+00,-1.4631430355407036e+00,6.7831347752948989e-01,9.7825889627076688e+00,6.1134220728083747e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2553571428571431e+00,-1.4516414184594708e+00,6.5599504511253681e-01,1.0510728983478622e+01,7.9921115089305090e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2607142857142857e+00,-1.4395665591907432e+00,6.2709933549209784e-01,1.1618580263268669e+01,1.1762316455138033e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2660714285714287e+00,-1.4281772417374112e+00,6.0403576122450875e-01,1.1803509561324027e+01,1.3220547873992444e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2714285714285714e+00,-1.4160176378049005e+00,5.6905442140185902e-01,1.2112792756864801e+01,1.6989974608053103e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2767857142857144e+00,-1.4040078492456336e+00,5.3791716858020044e-01,1.2402927266655025e+01,1.8884274163776018e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2821428571428570e+00,-1.3899732945417229e+00,4.9868492928077651e-01,1.2348169931108131e+01,2.0870517281907115e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2875000000000001e+00,-1.3781560675220954e+00,4.6275131770494715e-01,1.1848042825513986e+01,2.2576730446076255e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2928571428571431e+00,-1.3658458968160798e+00,4.2472241314473946e-01,1.1743723243691493e+01,2.3521422596726845e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2982142857142858e+00,-1.3549086373134003e+00,3.9741462132270267e-01,1.1613629878393841e+01,2.3424169416864373e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3035714285714288e+00,-1.3426304177827755e+00,3.5823291185580869e-01,1.1381813187564259e+01,2.3141567283104609e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3089285714285714e+00,-1.3322394407006377e+00,3.2791331698957010e-01,1.0574716768197250e+01,2.2245333140276605e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3142857142857145e+00,-1.3220323130055729e+00,3.0450723145605696e-01,9.6917671736073689e+00,2.0108525940313856e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3196428571428571e+00,-1.3114041672592347e+00,2.7756511280771778e-01,9.2541634496441105e+00,1.8674721634604583e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3250000000000002e+00,-1.3035587981658820e+00,2.6479526581097518e-01,9.1789980318211022e+00,1.7459460122401782e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
