L = 100 MC cycles = 1000000 Repetitions = 1
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.1000000000000001e+00,-1.6613868542142132e+00,8.6807829049049090e-01,3.8995777313947682e+00,3.3810559427469968e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1137931034482760e+00,-1.6479329457457450e+00,8.5966811963963952e-01,4.2324164920091629e+00,8.5826873633146299e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1275862068965519e+00,-1.6340215854254245e+00,8.5192782978978898e-01,4.5373058284968142e+00,2.8150315102919938e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1413793103448278e+00,-1.6184330611411410e+00,8.3668942614614739e-01,5.5337365037947892e+00,4.2154456741301715e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1551724137931036e+00,-1.6036560065665673e+00,8.3137047581581536e-01,5.2318981038302184e+00,5.1357722798645495e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1689655172413795e+00,-1.5877509822622629e+00,8.1996019983983948e-01,5.8764605880916125e+00,7.6906849232837562e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1827586206896554e+00,-1.5709436092892886e+00,8.0692847671671630e-01,6.5609678735524417e+00,7.6532438965335494e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1965517241379313e+00,-1.5530352804804792e+00,7.9067660932932970e-01,7.1045191039770845e+00,1.2448553645474464e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2103448275862068e+00,-1.5324441632032020e+00,7.6915292632632626e-01,7.8149809657365088e+00,1.7128009377028050e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2241379310344827e+00,-1.5098249918718714e+00,7.4345342912912937e-01,7.9770123336136347e+00,2.6487406986612829e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2379310344827585e+00,-1.4861922824824823e+00,7.1057419281281231e-01,9.4007202084243300e+00,5.0117065963049981e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2517241379310344e+00,-1.4575428969769764e+00,6.5239657317317334e-01,1.0913413512820005e+01,1.3293445795743690e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2655172413793103e+00,-1.4289289896296287e+00,5.8802066518518536e-01,1.2918491310319306e+01,2.1794184401746543e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2793103448275862e+00,-1.3963919727327334e+00,4.9216277143143172e-01,1.2913739483419061e+01,3.1148483206854354e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2931034482758621e+00,-1.3624433461861853e+00,3.6773386648648598e-01,1.1050060913047195e+01,3.5743845939411801e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3068965517241380e+00,-1.3359754204604599e+00,2.8868789381381410e-01,1.0213451892566681e+01,3.2837851949848505e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3206896551724139e+00,-1.3097782924524506e+00,2.2532269957957932e-01,9.4977385040313003e+00,2.1449924483736177e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3344827586206898e+00,-1.2876439510710713e+00,1.7989205573573572e-01,8.0223178656458867e+00,1.6057764006710440e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3482758620689657e+00,-1.2692701825425425e+00,1.5550022910910910e-01,8.0733152873992928e+00,1.2508332912932491e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3620689655172415e+00,-1.2497476420420397e+00,1.3770497519519531e-01,6.4077929624021053e+00,9.6299927694255672e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3758620689655174e+00,-1.2337942569769771e+00,1.1664828266266261e-01,6.8374020213335758e+00,7.6598185309226395e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3896551724137929e+00,-1.2178611898698706e+00,1.1099296182182172e-01,6.7297443807750943e+00,6.5568533883779708e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4034482758620692e+00,-1.2017947278478489e+00,1.0104158412412401e-01,6.4660334895461800e+00,5.2743757655954703e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4172413793103447e+00,-1.1853956715915939e+00,9.0985611231231237e-02,5.9195919295102364e+00,4.5570046475339076e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4310344827586206e+00,-1.1712660526926910e+00,8.5709699979979972e-02,6.1954982560276992e+00,4.0198555703988696e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4448275862068964e+00,-1.1563129368968967e+00,7.6080078078078137e-02,5.8039988689005382e+00,3.0979229927706896e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4586206896551723e+00,-1.1447095333333328e+00,7.1561869029029029e-02,5.8998535874903206e+00,2.8006955825295645e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4724137931034482e+00,-1.1317010445645652e+00,6.9815985485485482e-02,5.5965231504634021e+00,2.8367372060818766e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4862068965517241e+00,-1.1186796052452446e+00,6.5420291091091196e-02,5.3922161098539831e+00,2.5577175038031346e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.5000000000000000e+00,-1.1068023551151154e+00,6.3245123643643653e-02,5.6389206199318176e+00,2.2606359271320677e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
