L = 80 MC cycles = 1000000 Repetitions = 1
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.1000000000000001e+00,-1.6613018908557009e+00,8.6784868589292297e-01,4.1634192280261777e+00,3.5927484533208189e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1137931034482760e+00,-1.6479764256443941e+00,8.6023259880974701e-01,4.4814351318916303e+00,2.9632010852097301e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1275862068965519e+00,-1.6335648320195200e+00,8.5155223221268139e-01,4.5981518286070786e+00,2.7967172349692557e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1413793103448278e+00,-1.6191757392157777e+00,8.4249058501861229e-01,4.8742276245448739e+00,3.4472238719696180e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1551724137931036e+00,-1.6035292106559678e+00,8.3147956838674586e-01,5.1369674747274257e+00,6.2947688669041968e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1689655172413795e+00,-1.5860593085272792e+00,8.1833423139936867e-01,5.5596841444354501e+00,5.3851441938488280e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1827586206896554e+00,-1.5691601832301032e+00,8.0475051364841377e-01,5.7982151229609737e+00,8.8683693846262752e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1965517241379313e+00,-1.5502904158064299e+00,7.8630564050378515e-01,6.4790098697924989e+00,1.4247717260450591e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2103448275862068e+00,-1.5299068842279788e+00,7.6721584020543954e-01,7.6643922444828787e+00,1.5747972297031666e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2241379310344827e+00,-1.5072335271795239e+00,7.3939058233037702e-01,7.8243251474760473e+00,3.1435682802940139e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2379310344827585e+00,-1.4850900091497747e+00,7.1202664945218574e-01,8.6102839266555389e+00,3.5757452579374657e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2517241379310344e+00,-1.4590857124702818e+00,6.6173821272444255e-01,1.1019861795736942e+01,9.7641357738401283e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2655172413793103e+00,-1.4304467183980878e+00,6.1183397459959954e-01,1.0992343635137658e+01,1.2735427586549369e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2793103448275862e+00,-1.3980514555571204e+00,5.2294667445766052e-01,1.3134510642280802e+01,2.0306029554948765e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2931034482758621e+00,-1.3641673238668333e+00,4.1761078109359362e-01,1.1746207429333591e+01,2.4984670144059638e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3068965517241380e+00,-1.3348179389350279e+00,3.3333340449824839e-01,1.0427779219157529e+01,2.1928110518725123e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3206896551724139e+00,-1.3101178055008149e+00,2.6776141713002038e-01,9.2504961461084889e+00,1.8033854664180566e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3344827586206898e+00,-1.2883555377643277e+00,2.2587000022483397e-01,8.2316559307207360e+00,1.4805123170349918e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3482758620689657e+00,-1.2679417905209913e+00,1.9004694865764193e-01,7.3361240929481575e+00,1.1501725197820321e+02,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3620689655172415e+00,-1.2486548490873688e+00,1.7242698078938329e-01,7.0187789725547196e+00,9.0250113883242960e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3758620689655174e+00,-1.2310041718476279e+00,1.4338760107764018e-01,6.6617382084380372e+00,7.1957201662495507e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3896551724137929e+00,-1.2165720297445883e+00,1.3951120065377881e-01,6.4922017062210946e+00,6.5404242357242680e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4034482758620692e+00,-1.2005275995722295e+00,1.2416590521185249e-01,6.5507942669070331e+00,5.5032920951326254e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4172413793103447e+00,-1.1850581798595461e+00,1.0718335239536414e-01,5.6824085762945469e+00,4.1614911795949688e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4310344827586206e+00,-1.1726578160191459e+00,1.0692628878878875e-01,5.9299981816997756e+00,4.0050227941548371e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4448275862068964e+00,-1.1563399455119179e+00,9.7741136644456952e-02,5.7208334380469754e+00,3.4304392247002916e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4586206896551723e+00,-1.1436480265421640e+00,9.3879965414633462e-02,5.6781934888195247e+00,3.1034785650865960e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4724137931034482e+00,-1.1304560455963779e+00,8.7784594555493034e-02,5.6899666032241658e+00,2.8093049281238621e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.4862068965517241e+00,-1.1186945076912860e+00,8.6536329835695092e-02,5.6102806824736762e+00,2.6686783404083045e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.5000000000000000e+00,-1.1070071610673169e+00,7.4110275705392942e-02,5.5422798111767042e+00,2.0176040397671674e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
