L = 20 MC cycles = 10000 Repetitions = 100
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.1000000000000001e+00,-1.6594188888888894e+00,8.6708374999999960e-01,7.1310265345292112e-01,5.8060932536375620e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1137931034482760e+00,-1.6489644444444449e+00,8.6271222222222188e-01,7.6928926005403464e-01,6.5067194671799544e-01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1275862068965519e+00,-1.6414766666666665e+00,8.5706027777777716e-01,8.1463892234111068e-01,1.1127327636807129e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1413793103448278e+00,-1.6198066666666664e+00,8.4012361111111089e-01,9.7124119914170859e-01,1.4829520214682375e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1551724137931036e+00,-1.6146933333333349e+00,8.4242138888888785e-01,9.2932139096265343e-01,1.0175268797130814e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1689655172413795e+00,-1.5832950000000015e+00,8.1000416666666608e-01,1.0396203059254112e+00,2.3371507740460977e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1827586206896554e+00,-1.5639022222222239e+00,7.9632500000000039e-01,1.3846445156731162e+00,2.7202086409513710e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.1965517241379313e+00,-1.5610469444444430e+00,7.9044708333333336e-01,1.3304977834907412e+00,3.6315047874793231e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2103448275862068e+00,-1.5467852777777775e+00,7.8132930555555613e-01,1.3513452460170050e+00,3.7835326350140694e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2241379310344827e+00,-1.5299930555555554e+00,7.6580486111111123e-01,1.4159160842094705e+00,5.2687807184030904e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2379310344827585e+00,-1.5142069444444446e+00,7.7103791666666677e-01,1.2393897664058771e+00,2.5174340616449875e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2517241379310344e+00,-1.4931397222222234e+00,7.4130750000000023e-01,1.3711302566911365e+00,4.2611804361536363e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2655172413793103e+00,-1.4784497222222228e+00,7.1635986111111138e-01,1.4880849103904266e+00,6.2098813947199965e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2793103448275862e+00,-1.4333061111111096e+00,6.5732555555555561e-01,1.5906245514950543e+00,7.9883288586615366e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2931034482758621e+00,-1.4086941666666650e+00,6.5163152777777744e-01,1.7506178002494539e+00,6.4770349071450610e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3068965517241380e+00,-1.3929575000000003e+00,6.3635930555555498e-01,1.5639737565109244e+00,6.5774594027730373e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3206896551724139e+00,-1.3528327777777778e+00,5.8910902777777729e-01,1.6565739965228332e+00,8.1121972288118336e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3344827586206898e+00,-1.3165283333333320e+00,5.3505972222222209e-01,1.6220299373378437e+00,8.7265743929622914e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3482758620689657e+00,-1.2987269444444451e+00,5.0033305555555518e-01,1.7274647182529848e+00,1.0107461256853128e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3620689655172415e+00,-1.3031451583333320e+00,5.3336640555555481e-01,1.4836559966147280e+00,8.9708468337973972e+00,2.1649373621518216e-04,5.0677861379630072e-04,1.9798088352970498e-03,2.2006308307708937e-02
2.3758620689655174e+00,-1.2632166472222213e+00,4.8071894999999976e-01,1.3076855807451380e+00,7.9045520485404905e+00,5.9789919251107796e-05,1.5142320166751827e-04,5.1752701066671951e-04,3.4668271384774769e-03
2.3896551724137929e+00,-1.2224240722222235e+00,4.2416050833333346e-01,1.2341610553476325e+00,8.7766197326156448e+00,8.4587992525815152e-05,2.6073554704163698e-04,1.3963531808814950e-03,6.9767854841236241e-03
2.4034482758620692e+00,-1.2360211777777781e+00,4.7120577916666662e-01,1.1790422302765831e+00,8.5400699100575821e+00,3.6639290527815734e-04,8.1232096903286236e-04,2.0760872127929472e-03,9.2326156427517368e-03
2.4172413793103447e+00,-1.2132087666666669e+00,4.3147296249999967e-01,1.5554231258203961e+00,9.3840214377744608e+00,1.5927274497166545e-04,7.0333797051095248e-04,2.6756049625902361e-03,1.7361792732970699e-02
2.4310344827586206e+00,-1.1821328444444439e+00,3.5548943472222228e-01,1.1238922851514435e+00,7.3625180684621512e+00,1.7108868040263621e-04,5.3529028298003091e-04,3.1424181484764023e-03,1.5899950305237484e-02
2.4448275862068964e+00,-1.1858803611111108e+00,4.1172891527777777e-01,1.2082814215645410e+00,7.0857432751911711e+00,4.9843975991605591e-04,1.4526634757725994e-03,5.9695073811947942e-03,7.8248971552213456e-02
2.4586206896551723e+00,-1.1529339527777784e+00,3.3699557638888905e-01,1.1769397426565154e+00,6.9330640240132206e+00,5.4163663029119333e-04,1.0368036454867144e-03,7.0780594830162930e-03,2.5332872480256018e-02
2.4724137931034482e+00,-1.1549468277777777e+00,3.6327958472222233e-01,1.1834925511462118e+00,7.2559601820431681e+00,7.0920684685135487e-04,1.1944335387596519e-03,4.7793591403675713e-03,2.2219323576040954e-02
2.4862068965517241e+00,-1.1278478361111111e+00,2.9779208333333362e-01,1.1114895707566979e+00,6.7669459791223723e+00,4.0600695936413597e-04,1.3896661637074902e-03,9.5509355315300352e-03,3.7703661085084814e-02
2.5000000000000000e+00,-1.1151358527777775e+00,3.0138012916666668e-01,9.6550461920633868e-01,5.8513163331608329e+00,6.9796788595135944e-04,1.6309064766335348e-03,1.2486911418676996e-02,7.6274829889139611e-02
