L = 50 MC cycles = 10000 Repetitions = 100
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.2655172413793103e+00,-1.4270471632355559e+00,6.0012356871111094e-01,2.1441367210071371e+00,3.5174863532043062e+01,4.7576790327642104e-04,2.3722106170237724e-03,1.3260829670327875e-02,6.7972845363106926e-01
2.2793103448275862e+00,-1.3946719855644443e+00,5.2504093496888871e-01,2.5271445276968851e+00,5.7695191214710029e+01,4.3005719434202643e-04,2.1992757458501010e-03,1.2702651240077292e-02,6.9684106326148310e-01
2.2931034482758621e+00,-1.3765973882311107e+00,5.4076708935111129e-01,2.0215223307095931e+00,2.6411606555341614e+01,5.1557127477385866e-04,3.2288521648339611e-03,1.1540562913734514e-02,7.4442421304036921e-01
2.3068965517241380e+00,-1.3475472827733330e+00,4.5173545991111114e-01,2.1060935222768755e+00,4.1768895662375250e+01,6.8480661697330344e-04,3.5182544261783710e-03,1.4083883347143267e-02,5.5501617921810531e-01
2.3206896551724139e+00,-1.3226145443555557e+00,4.0021953532444443e-01,1.9551760247289429e+00,4.0736597099827996e+01,8.6400813283592107e-04,3.8817157319461040e-03,2.6338843514256766e-02,4.9360892818994023e-01
2.3344827586206898e+00,-1.3002900243911113e+00,3.5403654911999993e-01,1.8566115723768419e+00,4.2090638767333473e+01,9.2413350329975728e-04,4.5981876725743462e-03,2.8909292810495962e-02,8.2327175898046590e-01
2.3482758620689657e+00,-1.2758772246044443e+00,3.0494654179555558e-01,1.5082731382997594e+00,3.4977548681326873e+01,7.1472264697639855e-04,4.0198352835689359e-03,1.8821036177566555e-02,4.9488814959945077e-01
2.3620689655172415e+00,-1.2554290983822221e+00,2.7168133727999999e-01,1.3863624514849808e+00,3.0938549771280236e+01,6.6191755609041974e-04,3.2335659511012584e-03,2.0522689143164272e-02,4.6649550109419413e-01
2.3758620689655174e+00,-1.2366832690488889e+00,2.4118542634666668e-01,1.2697932568846246e+00,2.5848318670133214e+01,6.2363010228350785e-04,3.2343951474162165e-03,1.7829757924167716e-02,4.5218716131127212e-01
2.3896551724137929e+00,-1.2201107217777778e+00,2.1905666791111117e-01,1.2193124972648961e+00,2.2213529118980379e+01,4.9834955499982901e-04,2.5086821911297309e-03,1.4447931559871539e-02,3.9744378772050132e-01
2.4034482758620692e+00,-1.2047988013511111e+00,2.0485085343999998e-01,1.1973681849052906e+00,1.9957397108382565e+01,4.7661355631878013e-04,2.3147486653850580e-03,1.3842407330614393e-02,3.9229160323688328e-01
2.4172413793103447e+00,-1.1888911058488889e+00,1.8283869262222219e-01,1.0959898921543467e+00,1.7077158482315337e+01,4.0959642463379349e-04,2.1505834080317284e-03,1.3991725212007112e-02,3.2915254570380303e-01
2.4310344827586206e+00,-1.1742234696533336e+00,1.7078008522666668e-01,1.0144688831057085e+00,1.5097305689623386e+01,4.0723418802823732e-04,1.6410633903485375e-03,1.2960415288438679e-02,2.3212949331995478e-01
2.4448275862068964e+00,-1.1597429862399999e+00,1.6112378289777779e-01,9.7515716665229180e-01,1.3049337391393946e+01,3.2752151421037550e-04,1.4081855070760571e-03,1.2093643753461848e-02,2.4402988794423050e-01
2.4586206896551723e+00,-1.1468189960533335e+00,1.5259752138666668e-01,9.2736728167403659e-01,1.2141127602453198e+01,3.9712745014352819e-04,1.5131913395103579e-03,1.2703839266212862e-02,2.2256521067539606e-01
2.4724137931034482e+00,-1.1346644036266667e+00,1.4314888451555555e-01,9.2468563299409201e-01,1.0895154685526869e+01,4.2372884906012522e-04,1.5101302427939461e-03,1.1449062593197782e-02,2.0041685928667144e-01
2.4862068965517241e+00,-1.1222910589866664e+00,1.3791921287111111e-01,9.0893924643506308e-01,1.0275586335160362e+01,3.4969079261106114e-04,1.2825368521464041e-03,1.2525462426812540e-02,1.8261836117281444e-01
2.5000000000000000e+00,-1.1095406185244445e+00,1.2910876977777777e-01,8.5025696106895055e-01,8.6500500427083029e+00,3.8782046307370935e-04,1.0943587700642016e-03,1.0782290590783167e-02,1.4039654970621787e-01
