L = 40 MC cycles = 10000 Repetitions = 100
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.3482758620689657e+00,-1.2774018119791666e+00,3.7431281319444443e-01,1.6648536773921017e+00,2.5736225369131290e+01,7.5478963010592226e-04,3.6367347926653261e-03,2.2630247605390254e-02,4.4171765635780957e-01
2.3620689655172415e+00,-1.2549199614583333e+00,3.2674515269097226e-01,1.5231343416509697e+00,2.4004588139392592e+01,7.5102661040140522e-04,3.5336842010259646e-03,1.8721092035913676e-02,2.9614731177627807e-01
2.3758620689655174e+00,-1.2356194369791667e+00,2.9392383368055547e-01,1.3341397169875100e+00,2.2310779227112818e+01,7.6874670479682176e-04,3.4982694353101959e-03,1.7256076227993369e-02,3.3238980069103546e-01
2.3896551724137929e+00,-1.2159529111111111e+00,2.7089848142361111e-01,1.2129670159108203e+00,1.9335286342833474e+01,6.1651848702611012e-04,2.9898026118720567e-03,1.6443576315781396e-02,2.8945631688507101e-01
2.4034482758620692e+00,-1.1996773848958333e+00,2.4290099218749994e-01,1.1731352867255345e+00,1.7320792163884214e+01,5.9408284706258425e-04,2.7708540047454702e-03,1.5223665093841706e-02,2.4115669427762917e-01
2.4172413793103447e+00,-1.1856838967013890e+00,2.2447418914930559e-01,1.0997174246556263e+00,1.5246647633029687e+01,5.7167461105914349e-04,2.2704135281528459e-03,1.5049699734041407e-02,2.2803017930846811e-01
2.4310344827586206e+00,-1.1716205296874997e+00,2.1198744149305554e-01,1.0370748513692285e+00,1.3538715551408799e+01,5.5904770999019599e-04,2.3653464841518288e-03,1.3963500020419980e-02,2.2398881940159726e-01
2.4448275862068964e+00,-1.1587132291666669e+00,2.0350686892361111e-01,1.0295155336486053e+00,1.2763065161759835e+01,5.1269785190163940e-04,2.0009543301247618e-03,1.2603998899427694e-02,1.9754688386451774e-01
2.4586206896551723e+00,-1.1451891196180557e+00,1.8868329817708335e-01,1.0121678272394132e+00,1.1480694681239610e+01,4.8458630220281796e-04,1.6082315241588887e-03,1.3199521026836192e-02,1.9002833066280531e-01
2.4724137931034482e+00,-1.1319463637152778e+00,1.7699068732638890e-01,9.4552906792057712e-01,1.0340358382950935e+01,5.7040444783207453e-04,1.6842855307806514e-03,1.2191445973791060e-02,1.7512129273508883e-01
2.4862068965517241e+00,-1.1194828609375003e+00,1.6765802057291665e-01,9.2729221126197747e-01,9.2838283344563131e+00,5.0470028355844914e-04,1.4886061849916940e-03,1.3215098332257771e-02,1.4246221097332121e-01
2.5000000000000000e+00,-1.1071073680555554e+00,1.5968273133680552e-01,8.7968609394635022e-01,8.5016979724480812e+00,4.8095579924607691e-04,1.4735594852874159e-03,1.1355815151142461e-02,1.4683662017035715e-01
