L = 40 MC cycles = 5000000 Repetitions = 1
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.2500000000000000e+00,-1.4664131135602159e+00,6.9217678707616459e-01,9.3894458780245618e+00,3.2368591364211461e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2553571428571431e+00,-1.4579093462442498e+00,6.8209555864297977e-01,9.2221938894444619e+00,3.3943982421388355e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2607142857142857e+00,-1.4469497333841748e+00,6.6590630547984564e-01,9.5440187900414468e+00,3.8025222939973027e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2660714285714287e+00,-1.4353932917833550e+00,6.4683940131776330e-01,1.0541907525528222e+01,4.4789318970325695e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2714285714285714e+00,-1.4252732443363663e+00,6.2956656284381873e-01,1.0072714923188324e+01,4.8901488545334871e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2767857142857144e+00,-1.4131849748074621e+00,6.0966612931961295e-01,1.0190545945793856e+01,5.1335180648204478e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2821428571428570e+00,-1.4035499918733776e+00,5.9184431870749088e-01,1.0363371001785271e+01,5.7536737334747741e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2875000000000001e+00,-1.3941304601545326e+00,5.7825613278905752e-01,1.0384718337593950e+01,5.8113764162541919e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2928571428571431e+00,-1.3822399067313467e+00,5.5704771985646984e-01,1.0338671805887135e+01,6.2165250858281361e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.2982142857142858e+00,-1.3716354070814165e+00,5.3709841030706262e-01,1.0455019264592556e+01,6.5585037296465231e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3035714285714288e+00,-1.3610608818638688e+00,5.1838796837492562e-01,1.0819858545595197e+01,6.8590747724138637e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3089285714285714e+00,-1.3510826462167400e+00,4.9614458782381354e-01,1.0376702487809817e+01,7.0951702238679715e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3142857142857145e+00,-1.3384373790383075e+00,4.7239026555311059e-01,1.0158054681231734e+01,7.1112432583732229e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3196428571428571e+00,-1.3298308821139226e+00,4.5824083910532182e-01,9.9519604936300308e+00,7.1211438795885769e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
2.3250000000000002e+00,-1.3201654287107412e+00,4.4522711057836589e-01,9.6370479291892845e+00,6.9304728779581168e+01,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00,0.0000000000000000e+00
