L = 80 MC cycles = 10000 Repetitions = 100
T,e_avg,m_avg,Cv,chi,e_err,m_err,Cv_err,chi_err
2.2655172413793103e+00,-1.4258851848198788e+00,5.8287606796332481e-01,2.1009433325176632e+00,6.4827994012631621e+01,1.1093271603714633e-03,8.2110088430377096e-03,3.4598892917540688e-02,5.3648499081676082e+00
2.2793103448275862e+00,-1.3864263352430557e+00,4.4484318024088543e-01,2.0347386153460478e+00,8.1981971813992743e+01,1.2691405972226611e-03,1.0179732626630394e-02,4.7069640829314266e-02,3.7287539074614826e+00
2.2931034482758621e+00,-1.3666888103515624e+00,4.1809238931206594e-01,2.0173316919934989e+00,8.6809517982853578e+01,1.1947140916659545e-03,8.4033645158272507e-03,2.9605197289912927e-02,3.3097883807879676e+00
2.3068965517241380e+00,-1.3369410632052956e+00,3.3136211743706595e-01,1.7354881516972143e+00,7.8396846555204007e+01,1.0088408779587899e-03,8.0290223986423832e-03,2.9589218174268878e-02,2.1526061865441930e+00
2.3206896551724139e+00,-1.3087665104058164e+00,2.6252445585937501e-01,1.5535334545737078e+00,6.8016550473290025e+01,6.9734401251762422e-04,6.0209128515568092e-03,2.4962461110073476e-02,1.7964935555452946e+00
2.3344827586206898e+00,-1.2875043805338544e+00,2.1872901624348962e-01,1.3483068467639605e+00,5.4205178170275794e+01,4.9678032262086779e-04,4.5198021858494728e-03,2.0188082766213557e-02,1.5172668435964785e+00
2.3482758620689657e+00,-1.2685812897135418e+00,1.9770209747178821e-01,1.3006805081768846e+00,4.4489671593727209e+01,4.8696768860711104e-04,4.3659485623425403e-03,1.8299322890325591e-02,1.2997254937297376e+00
2.3620689655172415e+00,-1.2497902818576390e+00,1.7158045776909719e-01,1.3168913385567789e+00,3.6678237039567442e+01,3.7083740867029688e-04,2.9655439476055185e-03,1.7316626018852359e-02,9.7501407181220734e-01
2.3758620689655174e+00,-1.2322318620442709e+00,1.5481470449218751e-01,1.2456337006137741e+00,3.0969927679681440e+01,3.5080235475785281e-04,2.4146035020223781e-03,1.7702453802039927e-02,7.9024332308056855e-01
2.3896551724137929e+00,-1.2160741977864586e+00,1.3567925545789933e-01,1.1334222890547505e+00,2.5116695493902441e+01,2.8865290718081064e-04,1.8993219485028221e-03,1.4507699735624612e-02,7.1773079573436349e-01
2.4034482758620692e+00,-1.2003054748589412e+00,1.2180171152886282e-01,1.1108612784326457e+00,2.0810511988858110e+01,2.7753985387314313e-04,1.6368439808081316e-03,1.4649993413975401e-02,5.5706796958133553e-01
2.4172413793103447e+00,-1.1850718669921876e+00,1.1341891329210071e-01,1.0659074861942797e+00,1.7976134238417423e+01,2.7348619631123276e-04,1.3861464045999037e-03,1.3728293011088532e-02,4.1186836810770211e-01
2.4310344827586206e+00,-1.1698637416124131e+00,1.0673852036132814e-01,1.0374318150825710e+00,1.5561986128226822e+01,2.7896238913751399e-04,1.2150363265160343e-03,1.3954015222282606e-02,3.0170779270736475e-01
2.4448275862068964e+00,-1.1563269533637150e+00,9.9377268505859373e-02,1.0015920954566133e+00,1.3935884220930511e+01,2.6860151839138465e-04,1.0921424767664372e-03,1.2354136380193084e-02,2.8921977048139563e-01
2.4586206896551723e+00,-1.1436034623914930e+00,9.3506338785807303e-02,9.7849011649073958e-01,1.2373913025506026e+01,2.4151930446941034e-04,1.0080567140394055e-03,1.2728594122647449e-02,2.4124819396878777e-01
2.4724137931034482e+00,-1.1312584904839411e+00,8.7290523291015637e-02,9.6806657848000466e-01,1.1135868089376505e+01,2.1528673028494409e-04,7.8908529623510169e-04,1.2073433161686686e-02,2.1180208482386537e-01
2.4862068965517241e+00,-1.1187380945421008e+00,8.2656318972439247e-02,9.3591451622874411e-01,9.6397867406317896e+00,2.4336973645638148e-04,7.4821009716289472e-04,1.1293882723121273e-02,1.8282977824154795e-01
2.5000000000000000e+00,-1.1065567821940103e+00,7.9659642247178836e-02,9.2170302871990950e-01,8.8784874110634124e+00,2.3742429951165516e-04,6.7238372847771199e-04,1.0342132080810420e-02,1.4992951569846893e-01
