e_rnd,avg_e_rnd,m_rnd,avg_m_rnd,e_low,avg_e_low,m_low,avg_m_low,e_hig,avg_e_hig,m_hig,avg_m_hig
-2.0000000000000000e+00,-1.9235712162162164e+00,1.0000000000000000e+00,9.2688391891891886e-01,-2.0000000000000000e+00,-1.9961766216216217e+00,1.0000000000000000e+00,9.9902959459459473e-01,-1.7684249999999999e+00,-1.7060224324324325e+00,2.4762500000000000e-02,8.2176554054054010e-02
-2.0000000000000000e+00,-1.9239821236559140e+00,1.0000000000000000e+00,9.2727701612903224e-01,-2.0000000000000000e+00,-1.9961971774193550e+00,1.0000000000000000e+00,9.9903481182795706e-01,-1.7669500000000000e+00,-1.7063500000000000e+00,3.6212500000000002e-02,8.1929435483870924e-02
-2.0000000000000000e+00,-1.9243886363636364e+00,1.0000000000000000e+00,9.2766590909090907e-01,-2.0000000000000000e+00,-1.9962175133689841e+00,1.0000000000000000e+00,9.9903997326203220e-01,-1.7700000000000000e+00,-1.7066903743315507e+00,4.4787500000000001e-02,8.1730815508021346e-02
-2.0000000000000000e+00,-1.9247908244680851e+00,1.0000000000000000e+00,9.2805066489361698e-01,-2.0000000000000000e+00,-1.9962376329787235e+00,1.0000000000000000e+00,9.9904507978723411e-01,-1.7649500000000000e+00,-1.7070002659574468e+00,6.5287499999999998e-02,8.1643351063829736e-02
-2.0000000000000000e+00,-1.9251887566137567e+00,1.0000000000000000e+00,9.2843134920634918e-01,-2.0000000000000000e+00,-1.9962575396825399e+00,1.0000000000000000e+00,9.9905013227513240e-01,-1.7500000000000000e+00,-1.7072277777777778e+00,8.0487500000000003e-02,8.1637235449735390e-02
-2.0000000000000000e+00,-1.9255825000000000e+00,1.0000000000000000e+00,9.2880802631578940e-01,-2.0000000000000000e+00,-1.9962772368421053e+00,1.0000000000000000e+00,9.9905513157894743e-01,-1.7495500000000002e+00,-1.7074505263157893e+00,8.8749999999999996e-02,8.1674671052631515e-02
-2.0000000000000000e+00,-1.9259721204188482e+00,1.0000000000000000e+00,9.2918075916230369e-01,-2.0000000000000000e+00,-1.9962967277486912e+00,1.0000000000000000e+00,9.9906007853403145e-01,-1.7331500000000000e+00,-1.7075850785340314e+00,1.0478749999999999e-01,8.1795680628272194e-02
-2.0000000000000000e+00,-1.9263576822916668e+00,1.0000000000000000e+00,9.2954960937499997e-01,-2.0000000000000000e+00,-1.9963160156250002e+00,1.0000000000000000e+00,9.9906497395833338e-01,-1.7357250000000000e+00,-1.7077316406250000e+00,1.2468750000000001e-01,8.2019075520833276e-02
-2.0000000000000000e+00,-1.9267392487046633e+00,1.0000000000000000e+00,9.2991463730569945e-01,-2.0000000000000000e+00,-1.9963351036269432e+00,1.0000000000000000e+00,9.9906981865284983e-01,-1.7363000000000000e+00,-1.7078796632124351e+00,1.5403749999999999e-01,8.2392227979274563e-02
-2.0000000000000000e+00,-1.9271168814432991e+00,1.0000000000000000e+00,9.3027590206185562e-01,-2.0000000000000000e+00,-1.9963539948453610e+00,1.0000000000000000e+00,9.9907461340206194e-01,-1.7386500000000000e+00,-1.7080382731958763e+00,1.9000000000000000e-01,8.2946907216494808e-02
-2.0000000000000000e+00,-1.9274906410256412e+00,1.0000000000000000e+00,9.3063346153846149e-01,-2.0000000000000000e+00,-1.9963726923076925e+00,1.0000000000000000e+00,9.9907935897435907e-01,-1.7309500000000000e+00,-1.7081557692307692e+00,1.9112500000000002e-01,8.3501666666666627e-02
-2.0000000000000000e+00,-1.9278605867346938e+00,1.0000000000000000e+00,9.3098737244897956e-01,-2.0000000000000000e+00,-1.9963911989795919e+00,1.0000000000000000e+00,9.9908405612244910e-01,-1.7209749999999999e+00,-1.7082211734693877e+00,1.8856249999999999e-01,8.4037691326530564e-02
-2.0000000000000000e+00,-1.9282267766497463e+00,1.0000000000000000e+00,9.3133769035532987e-01,-2.0000000000000000e+00,-1.9964095177664976e+00,1.0000000000000000e+00,9.9908870558375640e-01,-1.7239250000000002e+00,-1.7083008883248731e+00,2.1806249999999999e-01,8.4718020304568473e-02
-2.0000000000000000e+00,-1.9285892676767677e+00,1.0000000000000000e+00,9.3168446969696972e-01,-2.0000000000000000e+00,-1.9964276515151518e+00,1.0000000000000000e+00,9.9909330808080821e-01,-1.7375999999999998e+00,-1.7084488636363637e+00,2.3651250000000001e-01,8.5484659090909035e-02
-2.0000000000000000e+00,-1.9289481155778896e+00,1.0000000000000000e+00,9.3202776381909547e-01,-2.0000000000000000e+00,-1.9964456030150755e+00,1.0000000000000000e+00,9.9909786432160808e-01,-1.7300499999999999e+00,-1.7085574120603015e+00,2.1597500000000000e-01,8.6140389447236135e-02
-2.0000000000000000e+00,-1.9293033750000002e+00,1.0000000000000000e+00,9.3236762499999992e-01,-2.0000000000000000e+00,-1.9964633750000003e+00,1.0000000000000000e+00,9.9910237500000010e-01,-1.7330000000000001e+00,-1.7086796250000000e+00,2.4234999999999998e-01,8.6921437499999948e-02
-2.0000000000000000e+00,-1.9296550995024877e+00,1.0000000000000000e+00,9.3270410447761187e-01,-2.0000000000000000e+00,-1.9964809701492539e+00,1.0000000000000000e+00,9.9910684079601997e-01,-1.7451750000000001e+00,-1.7088611940298508e+00,2.6428750000000001e-01,8.7803855721392973e-02
-2.0000000000000000e+00,-1.9300033415841584e+00,1.0000000000000000e+00,9.3303725247524749e-01,-2.0000000000000000e+00,-1.9964983910891090e+00,1.0000000000000000e+00,9.9911126237623771e-01,-1.7666249999999999e+00,-1.7091471534653466e+00,2.6628750000000001e-01,8.8687438118811815e-02
-2.0000000000000000e+00,-1.9303481527093598e+00,1.0000000000000000e+00,9.3336711822660101e-01,-2.0000000000000000e+00,-1.9965156403940889e+00,1.0000000000000000e+00,9.9911564039408873e-01,-1.7700000000000000e+00,-1.7094469211822660e+00,2.3817500000000000e-01,8.9423830049261008e-02
-1.9875499999999999e+00,-1.9306285539215686e+00,9.9688750000000004e-01,9.3367849264705882e-01,-1.9875499999999999e+00,-1.9964716911764708e+00,9.9688750000000004e-01,9.9910471813725510e-01,-1.7596000000000001e+00,-1.7096927696078430e+00,2.2302499999999997e-01,9.0078737745097961e-02
-1.9585499999999998e+00,-1.9307647560975612e+00,9.8963750000000006e-01,9.3395146341463409e-01,-1.9585499999999998e+00,-1.9962867073170734e+00,9.8963750000000006e-01,9.9905853658536592e-01,-1.7385499999999998e+00,-1.7098335365853656e+00,2.6236250000000000e-01,9.0919146341463336e-02
-1.9755500000000001e+00,-1.9309821601941748e+00,9.9388750000000003e-01,9.3424241504854366e-01,-1.9755500000000001e+00,-1.9961860436893206e+00,9.9388750000000003e-01,9.9903343446601944e-01,-1.7410749999999999e+00,-1.7099851941747570e+00,2.7289999999999998e-01,9.1802548543689244e-02
-1.9861000000000002e+00,-1.9312484299516910e+00,9.9652499999999999e-01,9.3454329710144923e-01,-1.9861000000000002e+00,-1.9961373188405800e+00,9.9652499999999999e-01,9.9902131642512082e-01,-1.7334749999999999e+00,-1.7100986714975843e+00,2.4017499999999997e-01,9.2519323671497511e-02
-1.9706500000000000e+00,-1.9314378605769231e+00,9.9032500000000001e-01,9.3481147836538458e-01,-1.9706500000000000e+00,-1.9960147836538462e+00,9.9032500000000001e-01,9.9897950721153861e-01,-1.7452750000000001e+00,-1.7102677884615383e+00,2.5356249999999997e-01,9.3293569711538391e-02
-1.9848750000000002e+00,-1.9316935406698565e+00,9.9613750000000001e-01,9.3510490430622006e-01,-1.9848750000000002e+00,-1.9959614832535886e+00,9.9613750000000001e-01,9.9896590909090921e-01,-1.7482249999999999e+00,-1.7104494019138754e+00,2.4677499999999999e-01,9.4027930622009495e-02
-2.0000000000000000e+00,-1.9320188095238096e+00,1.0000000000000000e+00,9.3541392857142858e-01,-2.0000000000000000e+00,-1.9959807142857144e+00,1.0000000000000000e+00,9.9897083333333347e-01,-1.7637000000000000e+00,-1.7107029761904760e+00,2.6213750000000002e-01,9.4828452380952319e-02
-2.0000000000000000e+00,-1.9323409952606636e+00,1.0000000000000000e+00,9.3572002369668250e-01,-2.0000000000000000e+00,-1.9959997630331754e+00,1.0000000000000000e+00,9.9897571090047399e-01,-1.7565999999999999e+00,-1.7109204976303316e+00,2.7878750000000002e-01,9.5700296208530738e-02
-1.9927000000000001e+00,-1.9326257075471698e+00,9.9817499999999992e-01,9.3601462264150948e-01,-1.9927000000000001e+00,-1.9959841981132076e+00,9.9817499999999992e-01,9.9897193396226425e-01,-1.7507249999999999e+00,-1.7111082547169809e+00,2.8353750000000000e-01,9.6586320754716917e-02
-1.9836500000000001e+00,-1.9328652582159627e+00,9.9591249999999998e-01,9.3629583333333333e-01,-1.9836500000000001e+00,-1.9959262910798123e+00,9.9591249999999998e-01,9.9895757042253530e-01,-1.7368999999999999e+00,-1.7112293427230045e+00,3.1188749999999998e-01,9.7597124413145483e-02
-1.9969999999999999e+00,-1.9331649532710282e+00,9.9924999999999997e-01,9.3659001168224298e-01,-1.9969999999999999e+00,-1.9959313084112151e+00,9.9924999999999997e-01,9.9895893691588789e-01,-1.7384750000000000e+00,-1.7113566588785043e+00,3.2108750000000003e-01,9.8641471962616772e-02
-2.0000000000000000e+00,-1.9334758139534887e+00,1.0000000000000000e+00,9.3688494186046511e-01,-2.0000000000000000e+00,-1.9959502325581397e+00,1.0000000000000000e+00,9.9896377906976752e-01,-1.7279000000000000e+00,-1.7114336046511625e+00,3.2977499999999998e-01,9.9716511627906929e-02
-2.0000000000000000e+00,-1.9337837962962965e+00,1.0000000000000000e+00,9.3717714120370366e-01,-2.0000000000000000e+00,-1.9959689814814818e+00,1.0000000000000000e+00,9.9896857638888903e-01,-1.7419749999999998e+00,-1.7115749999999996e+00,3.0449999999999999e-01,1.0066458333333329e-01
-2.0000000000000000e+00,-1.9340889400921661e+00,1.0000000000000000e+00,9.3746664746543773e-01,-2.0000000000000000e+00,-1.9959875576036870e+00,1.0000000000000000e+00,9.9897332949308759e-01,-1.7527250000000001e+00,-1.7117646313364052e+00,3.1745000000000001e-01,1.0166359447004605e-01
-2.0000000000000000e+00,-1.9343912844036699e+00,1.0000000000000000e+00,9.3775349770642202e-01,-2.0000000000000000e+00,-1.9960059633027525e+00,1.0000000000000000e+00,9.9897803899082582e-01,-1.7659000000000000e+00,-1.7120129587155959e+00,3.2388749999999999e-01,1.0268297018348621e-01
-2.0000000000000000e+00,-1.9346908675799088e+00,1.0000000000000000e+00,9.3803772831050225e-01,-2.0000000000000000e+00,-1.9960242009132423e+00,1.0000000000000000e+00,9.9898270547945212e-01,-1.7516250000000000e+00,-1.7121938356164379e+00,3.4162500000000001e-01,1.0377402968036527e-01
-2.0000000000000000e+00,-1.9349877272727274e+00,1.0000000000000000e+00,9.3831937499999996e-01,-2.0000000000000000e+00,-1.9960422727272731e+00,1.0000000000000000e+00,9.9898732954545466e-01,-1.7349749999999999e+00,-1.7122973863636362e+00,3.5688749999999997e-01,1.0492454545454542e-01
-2.0000000000000000e+00,-1.9352819004524888e+00,1.0000000000000000e+00,9.3859847285067877e-01,-2.0000000000000000e+00,-1.9960601809954754e+00,1.0000000000000000e+00,9.9899191176470592e-01,-1.7522000000000000e+00,-1.7124779411764703e+00,3.5766249999999999e-01,1.0606815610859725e-01
-2.0000000000000000e+00,-1.9355734234234236e+00,1.0000000000000000e+00,9.3887505630630630e-01,-2.0000000000000000e+00,-1.9960779279279282e+00,1.0000000000000000e+00,9.9899645270270276e-01,-1.7390500000000000e+00,-1.7125976351351351e+00,3.3507500000000001e-01,1.0709971846846844e-01
-1.9909999999999999e+00,-1.9358219730941706e+00,9.9775000000000003e-01,9.3913906950672643e-01,-1.9909999999999999e+00,-1.9960551569506728e+00,9.9775000000000003e-01,9.9899086322869957e-01,-1.7144750000000000e+00,-1.7126060538116590e+00,3.0286249999999998e-01,1.0797757847533629e-01
-1.9800000000000000e+00,-1.9360191964285716e+00,9.9500000000000000e-01,9.3938844866071425e-01,-1.9800000000000000e+00,-1.9959834821428575e+00,9.9500000000000000e-01,9.9897304687500010e-01,-1.7187749999999999e+00,-1.7126335937499999e+00,3.1058750000000002e-01,1.0888208705357140e-01
-1.9932500000000000e+00,-1.9362735555555557e+00,9.9831249999999994e-01,9.3965033333333337e-01,-1.9932500000000000e+00,-1.9959713333333335e+00,9.9831249999999994e-01,9.9897011111111123e-01,-1.7368000000000001e+00,-1.7127409999999998e+00,3.3395000000000002e-01,1.0988238888888886e-01
-2.0000000000000000e+00,-1.9365555309734515e+00,1.0000000000000000e+00,9.3991736725663710e-01,-2.0000000000000000e+00,-1.9959891592920356e+00,1.0000000000000000e+00,9.9897466814159297e-01,-1.7394250000000000e+00,-1.7128590707964599e+00,3.0016250000000000e-01,1.1072433628318581e-01
-2.0000000000000000e+00,-1.9368350220264319e+00,1.0000000000000000e+00,9.4018204845814979e-01,-2.0000000000000000e+00,-1.9960068281938328e+00,1.0000000000000000e+00,9.9897918502202654e-01,-1.7242000000000000e+00,-1.7129090308370043e+00,2.6433750000000000e-01,1.1140104625550658e-01
-2.0000000000000000e+00,-1.9371120614035089e+00,1.0000000000000000e+00,9.4044440789473682e-01,-2.0000000000000000e+00,-1.9960243421052635e+00,1.0000000000000000e+00,9.9898366228070179e-01,-1.7337000000000000e+00,-1.7130002192982454e+00,2.3655000000000001e-01,1.1194994517543858e-01
-2.0000000000000000e+00,-1.9373866812227076e+00,1.0000000000000000e+00,9.4070447598253271e-01,-2.0000000000000000e+00,-1.9960417030567688e+00,1.0000000000000000e+00,9.9898810043668129e-01,-1.7423000000000000e+00,-1.7131281659388644e+00,2.4987500000000001e-01,1.1255223799126636e-01
-2.0000000000000000e+00,-1.9376589130434785e+00,1.0000000000000000e+00,9.4096228260869563e-01,-2.0000000000000000e+00,-1.9960589130434785e+00,1.0000000000000000e+00,9.9899250000000006e-01,-1.7556749999999999e+00,-1.7133131521739129e+00,2.5963750000000002e-01,1.1319173913043476e-01
-1.9850000000000001e+00,-1.9378638528138530e+00,9.9624999999999997e-01,9.4120162337662339e-01,-1.9850000000000001e+00,-1.9960110389610393e+00,9.9624999999999997e-01,9.9898062770562779e-01,-1.7408250000000001e+00,-1.7134322510822508e+00,2.3913750000000000e-01,1.1373695887445885e-01
-2.0000000000000000e+00,-1.9381316810344829e+00,1.0000000000000000e+00,9.4145506465517237e-01,-2.0000000000000000e+00,-1.9960282327586210e+00,1.0000000000000000e+00,9.9898502155172419e-01,-1.7531749999999999e+00,-1.7136035560344824e+00,2.6090000000000002e-01,1.1437128232758617e-01
-2.0000000000000000e+00,-1.9383972103004294e+00,1.0000000000000000e+00,9.4170633047210295e-01,-2.0000000000000000e+00,-1.9960452789699574e+00,1.0000000000000000e+00,9.9898937768240348e-01,-1.7669500000000000e+00,-1.7138325107296135e+00,2.4617500000000000e-01,1.1493696351931328e-01
-2.0000000000000000e+00,-1.9386604700854704e+00,1.0000000000000000e+00,9.4195544871794867e-01,-2.0000000000000000e+00,-1.9960621794871798e+00,1.0000000000000000e+00,9.9899369658119663e-01,-1.7717750000000001e+00,-1.7140801282051279e+00,2.0691250000000000e-01,1.1533002136752135e-01
-2.0000000000000000e+00,-1.9389214893617024e+00,1.0000000000000000e+00,9.4220244680851062e-01,-2.0000000000000000e+00,-1.9960789361702131e+00,1.0000000000000000e+00,9.9899797872340435e-01,-1.7690750000000000e+00,-1.7143141489361697e+00,2.1412500000000001e-01,1.1575042553191486e-01
-2.0000000000000000e+00,-1.9391802966101697e+00,1.0000000000000000e+00,9.4244735169491523e-01,-2.0000000000000000e+00,-1.9960955508474578e+00,1.0000000000000000e+00,9.9900222457627130e-01,-1.7619749999999998e+00,-1.7145161016949149e+00,2.1618749999999998e-01,1.1617600635593218e-01
-2.0000000000000000e+00,-1.9394369198312238e+00,1.0000000000000000e+00,9.4269018987341768e-01,-2.0000000000000000e+00,-1.9961120253164559e+00,1.0000000000000000e+00,9.9900643459915617e-01,-1.7584000000000000e+00,-1.7147012658227845e+00,2.2432500000000000e-01,1.1663233122362868e-01
-2.0000000000000000e+00,-1.9396913865546221e+00,1.0000000000000000e+00,9.4293098739495795e-01,-2.0000000000000000e+00,-1.9961283613445382e+00,1.0000000000000000e+00,9.9901060924369756e-01,-1.7693250000000000e+00,-1.7149307773109239e+00,2.4351249999999999e-01,1.1716544117647057e-01
-2.0000000000000000e+00,-1.9399437238493726e+00,1.0000000000000000e+00,9.4316976987447698e-01,-2.0000000000000000e+00,-1.9961445606694563e+00,1.0000000000000000e+00,9.9901474895397502e-01,-1.7664750000000000e+00,-1.7151464435146440e+00,2.5597500000000001e-01,1.1774623430962342e-01
-2.0000000000000000e+00,-1.9401939583333336e+00,1.0000000000000000e+00,9.4340656249999999e-01,-2.0000000000000000e+00,-1.9961606250000004e+00,1.0000000000000000e+00,9.9901885416666680e-01,-1.7544499999999998e+00,-1.7153102083333329e+00,2.3366250000000000e-01,1.1822921874999999e-01
-2.0000000000000000e+00,-1.9404421161825729e+00,1.0000000000000000e+00,9.4364139004149372e-01,-2.0000000000000000e+00,-1.9961765560165978e+00,1.0000000000000000e+00,9.9902292531120340e-01,-1.7544750000000000e+00,-1.7154727178423235e+00,2.2951250000000001e-01,1.1869097510373441e-01
-2.0000000000000000e+00,-1.9406882231404960e+00,1.0000000000000000e+00,9.4387427685950409e-01,-2.0000000000000000e+00,-1.9961923553719010e+00,1.0000000000000000e+00,9.9902696280991743e-01,-1.7475499999999999e+00,-1.7156052685950409e+00,2.2117500000000001e-01,1.1911446280991733e-01
-2.0000000000000000e+00,-1.9409323045267493e+00,1.0000000000000000e+00,9.4410524691358022e-01,-2.0000000000000000e+00,-1.9962080246913583e+00,1.0000000000000000e+00,9.9903096707818939e-01,-1.7502000000000002e+00,-1.7157476337448556e+00,1.9866250000000002e-01,1.1944182098765430e-01
-2.0000000000000000e+00,-1.9411743852459018e+00,1.0000000000000000e+00,9.4433432377049176e-01,-2.0000000000000000e+00,-1.9962235655737708e+00,1.0000000000000000e+00,9.9903493852459024e-01,-1.7567500000000000e+00,-1.7159156762295080e+00,1.8488749999999998e-01,1.1971004098360653e-01
-2.0000000000000000e+00,-1.9414144897959185e+00,1.0000000000000000e+00,9.4456153061224490e-01,-2.0000000000000000e+00,-1.9962389795918369e+00,1.0000000000000000e+00,9.9903887755102050e-01,-1.7497749999999999e+00,-1.7160538775510201e+00,1.8379999999999999e-01,1.1997163265306121e-01
-2.0000000000000000e+00,-1.9416526422764229e+00,1.0000000000000000e+00,9.4478689024390239e-01,-2.0000000000000000e+00,-1.9962542682926832e+00,1.0000000000000000e+00,9.9904278455284556e-01,-1.7406500000000000e+00,-1.7161538617886176e+00,1.8037500000000001e-01,1.2021717479674796e-01
-2.0000000000000000e+00,-1.9418888663967613e+00,1.0000000000000000e+00,9.4501042510121458e-01,-2.0000000000000000e+00,-1.9962694331983808e+00,1.0000000000000000e+00,9.9904665991902841e-01,-1.7501499999999999e+00,-1.7162914979757085e+00,1.2688750000000001e-01,1.2024418016194330e-01
-2.0000000000000000e+00,-1.9421231854838712e+00,1.0000000000000000e+00,9.4523215725806453e-01,-2.0000000000000000e+00,-1.9962844758064520e+00,1.0000000000000000e+00,9.9905050403225815e-01,-1.7384500000000001e+00,-1.7163808467741934e+00,9.6687499999999996e-02,1.2014919354838709e-01
-2.0000000000000000e+00,-1.9423556224899601e+00,1.0000000000000000e+00,9.4545210843373495e-01,-2.0000000000000000e+00,-1.9962993975903618e+00,1.0000000000000000e+00,9.9905431726907634e-01,-1.7477250000000000e+00,-1.7165067269076304e+00,1.1771250000000000e-01,1.2013940763052207e-01
-2.0000000000000000e+00,-1.9425862000000003e+00,1.0000000000000000e+00,9.4567029999999996e-01,-2.0000000000000000e+00,-1.9963142000000003e+00,1.0000000000000000e+00,9.9905810000000006e-01,-1.7600000000000000e+00,-1.7166806999999999e+00,1.4199999999999999e-01,1.2022684999999998e-01
-2.0000000000000000e+00,-1.9428149402390440e+00,1.0000000000000000e+00,9.4588675298804781e-01,-2.0000000000000000e+00,-1.9963288844621516e+00,1.0000000000000000e+00,9.9906185258964153e-01,-1.7600000000000000e+00,-1.7168532868525894e+00,1.3391249999999999e-01,1.2028137450199201e-01
-2.0000000000000000e+00,-1.9430418650793653e+00,1.0000000000000000e+00,9.4610148809523809e-01,-2.0000000000000000e+00,-1.9963434523809527e+00,1.0000000000000000e+00,9.9906557539682550e-01,-1.7502750000000000e+00,-1.7169859126984126e+00,1.3316249999999999e-01,1.2033249007936507e-01
-2.0000000000000000e+00,-1.9432669960474309e+00,1.0000000000000000e+00,9.4631452569169960e-01,-2.0000000000000000e+00,-1.9963579051383402e+00,1.0000000000000000e+00,9.9906926877470359e-01,-1.7600000000000000e+00,-1.7171559288537548e+00,1.2126250000000001e-01,1.2033616600790513e-01
-2.0000000000000000e+00,-1.9434903543307089e+00,1.0000000000000000e+00,9.4652588582677166e-01,-2.0000000000000000e+00,-1.9963722440944884e+00,1.0000000000000000e+00,9.9907293307086620e-01,-1.7571749999999999e+00,-1.7173134842519684e+00,1.2933749999999999e-01,1.2037160433070865e-01
-2.0000000000000000e+00,-1.9437119607843139e+00,1.0000000000000000e+00,9.4673558823529413e-01,-2.0000000000000000e+00,-1.9963864705882355e+00,1.0000000000000000e+00,9.9907656862745109e-01,-1.7497000000000000e+00,-1.7174404901960783e+00,1.3410000000000000e-01,1.2042544117647058e-01
-2.0000000000000000e+00,-1.9439318359375002e+00,1.0000000000000000e+00,9.4694365234375000e-01,-2.0000000000000000e+00,-1.9964005859375002e+00,1.0000000000000000e+00,9.9908017578125008e-01,-1.7481249999999999e+00,-1.7175603515625000e+00,1.5218750000000000e-01,1.2054951171874999e-01
-2.0000000000000000e+00,-1.9441500000000003e+00,1.0000000000000000e+00,9.4715009727626454e-01,-2.0000000000000000e+00,-1.9964145914396889e+00,1.0000000000000000e+00,9.9908375486381340e-01,-1.7456499999999999e+00,-1.7176696498054476e+00,1.7291250000000002e-01,1.2075325875486380e-01
-2.0000000000000000e+00,-1.9443664728682173e+00,1.0000000000000000e+00,9.4735494186046509e-01,-2.0000000000000000e+00,-1.9964284883720933e+00,1.0000000000000000e+00,9.9908730620155062e-01,-1.7453000000000001e+00,-1.7177767441860465e+00,1.8556249999999999e-01,1.2100445736434107e-01
-2.0000000000000000e+00,-1.9445812741312742e+00,1.0000000000000000e+00,9.4755820463320461e-01,-2.0000000000000000e+00,-1.9964422779922781e+00,1.0000000000000000e+00,9.9909083011583033e-01,-1.7465999999999999e+00,-1.7178880308880309e+00,1.7611249999999998e-01,1.2121722972972970e-01
-2.0000000000000000e+00,-1.9447944230769232e+00,1.0000000000000000e+00,9.4775990384615383e-01,-2.0000000000000000e+00,-1.9964559615384618e+00,1.0000000000000000e+00,9.9909432692307709e-01,-1.7365500000000000e+00,-1.7179598076923077e+00,1.9771249999999999e-01,1.2151144230769229e-01
-2.0000000000000000e+00,-1.9450059386973182e+00,1.0000000000000000e+00,9.4796005747126433e-01,-2.0000000000000000e+00,-1.9964695402298853e+00,1.0000000000000000e+00,9.9909779693486611e-01,-1.7376250000000000e+00,-1.7180351532567049e+00,2.1348750000000000e-01,1.2186384099616857e-01
-2.0000000000000000e+00,-1.9452158396946566e+00,1.0000000000000000e+00,9.4815868320610686e-01,-2.0000000000000000e+00,-1.9964830152671758e+00,1.0000000000000000e+00,9.9910124045801540e-01,-1.7420249999999999e+00,-1.7181267175572519e+00,2.1238750000000001e-01,1.2220935114503814e-01
-2.0000000000000000e+00,-1.9454241444866922e+00,1.0000000000000000e+00,9.4835579847908746e-01,-2.0000000000000000e+00,-1.9964963878326998e+00,1.0000000000000000e+00,9.9910465779467694e-01,-1.7456250000000000e+00,-1.7182312737642587e+00,2.0731249999999998e-01,1.2253293726235739e-01
-2.0000000000000000e+00,-1.9456308712121213e+00,1.0000000000000000e+00,9.4855142045454544e-01,-2.0000000000000000e+00,-1.9965096590909093e+00,1.0000000000000000e+00,9.9910804924242447e-01,-1.7545249999999999e+00,-1.7183687500000000e+00,1.7146249999999999e-01,1.2271827651515148e-01
-2.0000000000000000e+00,-1.9458360377358492e+00,1.0000000000000000e+00,9.4874556603773585e-01,-2.0000000000000000e+00,-1.9965228301886795e+00,1.0000000000000000e+00,9.9911141509433976e-01,-1.7571500000000000e+00,-1.7185150943396228e+00,1.7648749999999999e-01,1.2292117924528298e-01
-2.0000000000000000e+00,-1.9460396616541356e+00,1.0000000000000000e+00,9.4893825187969927e-01,-2.0000000000000000e+00,-1.9965359022556393e+00,1.0000000000000000e+00,9.9911475563909791e-01,-1.7600000000000000e+00,-1.7186710526315792e+00,1.4743750000000000e-01,1.2301334586466163e-01
-1.9969500000000000e+00,-1.9462303370786518e+00,9.9923750000000000e-01,9.4912663857677904e-01,-1.9969500000000000e+00,-1.9965374531835207e+00,9.9923750000000000e-01,9.9911521535580539e-01,-1.7569500000000000e+00,-1.7188144194756556e+00,1.3016249999999999e-01,1.2304012172284641e-01
-1.9940000000000000e+00,-1.9464085820895525e+00,9.9849999999999994e-01,9.4931086753731342e-01,-1.9940000000000000e+00,-1.9965279850746271e+00,9.9849999999999994e-01,9.9911291977611949e-01,-1.7540000000000000e+00,-1.7189457089552242e+00,1.2472500000000000e-01,1.2304640858208951e-01
-2.0000000000000000e+00,-1.9466078066914501e+00,1.0000000000000000e+00,9.4949930297397767e-01,-2.0000000000000000e+00,-1.9965408921933088e+00,1.0000000000000000e+00,9.9911621747211898e-01,-1.7516000000000000e+00,-1.7190671003717475e+00,1.2960000000000002e-01,1.2307077137546465e-01
-2.0000000000000000e+00,-1.9468055555555557e+00,1.0000000000000000e+00,9.4968634259259266e-01,-2.0000000000000000e+00,-1.9965537037037040e+00,1.0000000000000000e+00,9.9911949074074080e-01,-1.7443750000000000e+00,-1.7191608333333335e+00,1.2487500000000001e-01,1.2307745370370368e-01
-2.0000000000000000e+00,-1.9470018450184503e+00,1.0000000000000000e+00,9.4987200184501852e-01,-2.0000000000000000e+00,-1.9965664206642069e+00,1.0000000000000000e+00,9.9912273985239863e-01,-1.7442500000000001e+00,-1.7192534132841331e+00,1.0216250000000000e-01,1.2300027675276751e-01
-2.0000000000000000e+00,-1.9471966911764707e+00,1.0000000000000000e+00,9.5005629595588248e-01,-2.0000000000000000e+00,-1.9965790441176472e+00,1.0000000000000000e+00,9.9912596507352947e-01,-1.7469500000000000e+00,-1.7193552389705884e+00,1.2451250000000000e-01,1.2300583639705881e-01
-2.0000000000000000e+00,-1.9473901098901101e+00,1.0000000000000000e+00,9.5023923992673998e-01,-2.0000000000000000e+00,-1.9965915750915753e+00,1.0000000000000000e+00,9.9912916666666673e-01,-1.7345249999999999e+00,-1.7194108058608062e+00,1.1960000000000001e-01,1.2299336080586078e-01
-2.0000000000000000e+00,-1.9475821167883214e+00,1.0000000000000000e+00,9.5042084854014608e-01,-2.0000000000000000e+00,-1.9966040145985404e+00,1.0000000000000000e+00,9.9913234489051106e-01,-1.7297499999999999e+00,-1.7194485401459858e+00,1.3338749999999999e-01,1.2303129562043792e-01
-2.0000000000000000e+00,-1.9477727272727274e+00,1.0000000000000000e+00,9.5060113636363641e-01,-2.0000000000000000e+00,-1.9966163636363639e+00,1.0000000000000000e+00,9.9913550000000007e-01,-1.7333000000000001e+00,-1.7194989090909094e+00,1.3347500000000001e-01,1.2306927272727268e-01
-2.0000000000000000e+00,-1.9479619565217392e+00,1.0000000000000000e+00,9.5078011775362326e-01,-2.0000000000000000e+00,-1.9966286231884061e+00,1.0000000000000000e+00,9.9913863224637689e-01,-1.7223500000000000e+00,-1.7195092391304352e+00,1.4617500000000000e-01,1.2315298913043474e-01
